Date,Num_Faces,angry,disgust,fear,happy,sad,surprise,neutral
09 Feb 2024 12:18:17,1,0,0,0,0,0,0,1
09 Feb 2024 12:18:17,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:17,2,0,0,1,0,1,0,0
09 Feb 2024 12:18:18,2,0,0,1,0,1,0,0
09 Feb 2024 12:18:18,2,0,0,1,0,0,0,1
09 Feb 2024 12:18:18,1,0,0,0,0,0,1,0
09 Feb 2024 12:18:18,1,0,0,0,0,0,1,0
09 Feb 2024 12:18:18,1,1,0,0,0,0,0,0
09 Feb 2024 12:18:18,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:19,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:19,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:19,1,1,0,0,0,0,0,0
09 Feb 2024 12:18:19,2,0,0,1,0,0,0,1
09 Feb 2024 12:18:19,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:19,2,0,0,0,0,2,0,0
09 Feb 2024 12:18:20,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:20,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:20,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:20,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:20,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:20,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:20,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:21,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:21,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:21,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:21,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:21,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:21,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:21,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:22,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:22,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:22,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:22,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:22,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:22,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:23,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:23,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:23,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:23,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:23,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:23,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:23,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:24,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:24,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:24,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:24,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:24,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:24,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:24,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:24,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:25,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:25,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:25,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:25,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:25,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:25,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:25,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:26,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:26,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:26,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:26,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:26,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:26,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:27,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:27,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:27,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:27,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:27,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:27,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:27,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:28,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:28,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:28,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:28,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:28,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:28,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:28,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:29,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:29,2,0,0,1,0,0,0,1
09 Feb 2024 12:18:29,2,1,0,0,0,0,0,1
09 Feb 2024 12:18:29,1,1,0,0,0,0,0,0
09 Feb 2024 12:18:29,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:30,1,1,0,0,0,0,0,0
09 Feb 2024 12:18:30,1,1,0,0,0,0,0,0
09 Feb 2024 12:18:30,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:30,1,0,0,0,0,0,0,1
09 Feb 2024 12:18:30,2,0,0,0,0,1,0,1
09 Feb 2024 12:18:31,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:31,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:31,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:31,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:31,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:31,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:31,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:32,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:32,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:32,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:32,1,0,0,0,1,0,0,0
09 Feb 2024 12:18:32,5,0,0,0,3,1,0,1
09 Feb 2024 12:18:33,4,0,0,1,3,0,0,0
09 Feb 2024 12:18:33,4,0,0,1,2,1,0,0
09 Feb 2024 12:18:33,4,0,0,1,2,1,0,0
09 Feb 2024 12:18:34,4,0,0,2,2,0,0,0
09 Feb 2024 12:18:34,3,0,0,1,2,0,0,0
09 Feb 2024 12:18:34,3,0,0,0,3,0,0,0
09 Feb 2024 12:18:35,3,0,0,0,2,1,0,0
09 Feb 2024 12:18:35,5,1,0,1,3,0,0,0
09 Feb 2024 12:18:36,4,0,0,0,3,1,0,0
09 Feb 2024 12:18:36,3,0,0,0,3,0,0,0
09 Feb 2024 12:18:36,2,0,0,0,2,0,0,0
09 Feb 2024 12:18:36,3,0,0,0,3,0,0,0
09 Feb 2024 12:18:37,4,0,0,1,2,1,0,0
09 Feb 2024 12:18:37,4,0,0,2,2,0,0,0
09 Feb 2024 12:18:38,4,0,0,1,3,0,0,0
09 Feb 2024 12:18:38,4,0,0,0,3,0,0,1
09 Feb 2024 12:18:38,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:38,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:38,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:38,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:39,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:39,1,1,0,0,0,0,0,0
09 Feb 2024 12:18:39,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:39,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:39,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:39,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:39,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:40,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:40,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:40,2,0,0,1,0,1,0,0
09 Feb 2024 12:18:40,2,0,0,1,0,1,0,0
09 Feb 2024 12:18:40,2,0,0,1,0,1,0,0
09 Feb 2024 12:18:41,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:41,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:41,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:41,2,1,0,0,0,1,0,0
09 Feb 2024 12:18:41,2,0,0,0,0,2,0,0
09 Feb 2024 12:18:42,2,0,0,0,0,2,0,0
09 Feb 2024 12:18:42,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:42,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:42,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:42,2,0,0,0,0,1,0,1
09 Feb 2024 12:18:42,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:42,1,1,0,0,0,0,0,0
09 Feb 2024 12:18:43,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:43,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:43,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:43,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:43,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:43,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:43,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:43,1,0,0,0,1,0,0,0
09 Feb 2024 12:18:43,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:43,1,0,0,1,0,0,0,0
09 Feb 2024 12:18:44,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:44,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:44,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:44,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:44,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:44,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:44,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:44,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:44,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:44,1,0,0,0,0,0,0,1
09 Feb 2024 12:18:44,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:45,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:45,2,0,0,1,0,0,0,1
09 Feb 2024 12:18:45,4,0,0,0,1,2,0,1
09 Feb 2024 12:18:45,4,0,0,0,4,0,0,0
09 Feb 2024 12:18:46,4,0,0,0,4,0,0,0
09 Feb 2024 12:18:46,5,1,0,0,3,1,0,0
09 Feb 2024 12:18:47,5,0,0,0,4,1,0,0
09 Feb 2024 12:18:47,5,0,0,0,3,1,0,1
09 Feb 2024 12:18:48,5,0,0,1,3,1,0,0
09 Feb 2024 12:18:48,4,0,0,0,2,2,0,0
09 Feb 2024 12:18:48,4,0,0,0,3,0,1,0
09 Feb 2024 12:18:49,4,0,0,1,3,0,0,0
09 Feb 2024 12:18:49,4,0,0,1,3,0,0,0
09 Feb 2024 12:18:50,4,0,0,1,3,0,0,0
09 Feb 2024 12:18:50,4,0,0,1,3,0,0,0
09 Feb 2024 12:18:50,4,0,0,0,3,0,1,0
09 Feb 2024 12:18:51,4,0,0,0,3,1,0,0
09 Feb 2024 12:18:51,4,1,0,0,3,0,0,0
09 Feb 2024 12:18:51,4,1,0,1,2,0,0,0
09 Feb 2024 12:18:52,4,0,0,0,1,2,1,0
09 Feb 2024 12:18:52,4,0,0,0,2,1,1,0
09 Feb 2024 12:18:52,3,1,0,0,1,0,0,1
09 Feb 2024 12:18:53,4,1,0,0,3,0,0,0
09 Feb 2024 12:18:53,4,1,0,0,3,0,0,0
09 Feb 2024 12:18:54,4,1,0,0,3,0,0,0
09 Feb 2024 12:18:54,4,0,0,1,2,1,0,0
09 Feb 2024 12:18:54,5,1,0,1,3,0,0,0
09 Feb 2024 12:18:55,5,0,0,0,3,2,0,0
09 Feb 2024 12:18:55,5,0,0,1,4,0,0,0
09 Feb 2024 12:18:56,4,0,0,0,1,1,1,1
09 Feb 2024 12:18:56,1,1,0,0,0,0,0,0
09 Feb 2024 12:18:56,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:56,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:56,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:56,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:56,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:57,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:57,2,0,0,0,1,1,0,0
09 Feb 2024 12:18:57,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:57,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:57,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:57,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:58,2,0,0,1,0,1,0,0
09 Feb 2024 12:18:58,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:58,1,0,1,0,0,0,0,0
09 Feb 2024 12:18:58,1,1,0,0,0,0,0,0
09 Feb 2024 12:18:58,1,0,1,0,0,0,0,0
09 Feb 2024 12:18:58,1,0,0,0,0,1,0,0
09 Feb 2024 12:18:59,2,1,0,1,0,0,0,0
09 Feb 2024 12:18:59,2,1,0,0,0,0,0,1
09 Feb 2024 12:18:59,2,0,0,0,2,0,0,0
09 Feb 2024 12:18:59,1,0,0,0,0,0,0,1
09 Feb 2024 12:18:59,0,0,0,0,0,0,0,0
09 Feb 2024 12:18:59,0,0,0,0,0,0,0,0
09 Feb 2024 12:19:00,3,0,0,1,1,0,0,1
09 Feb 2024 12:19:00,5,0,0,2,1,1,0,1
09 Feb 2024 12:19:00,4,0,0,3,1,0,0,0
09 Feb 2024 12:19:01,5,0,0,2,1,1,0,1
09 Feb 2024 12:19:01,5,0,0,2,2,0,0,1
09 Feb 2024 12:19:02,4,0,0,2,0,0,0,2
09 Feb 2024 12:19:02,5,0,0,2,1,2,0,0
09 Feb 2024 12:19:02,5,0,0,2,2,1,0,0
09 Feb 2024 12:19:03,5,1,0,1,1,1,0,1
09 Feb 2024 12:19:03,5,0,0,3,2,0,0,0
09 Feb 2024 12:19:04,2,0,0,1,0,0,0,1
09 Feb 2024 12:19:04,1,0,0,1,0,0,0,0
09 Feb 2024 12:19:04,1,1,0,0,0,0,0,0
09 Feb 2024 12:19:04,2,0,0,0,0,1,0,1
09 Feb 2024 12:19:04,2,0,0,2,0,0,0,0
09 Feb 2024 12:19:05,2,0,0,1,0,1,0,0
09 Feb 2024 12:19:05,1,0,0,0,0,1,0,0
09 Feb 2024 12:19:05,1,0,0,0,0,1,0,0
09 Feb 2024 12:19:05,2,0,0,0,0,2,0,0
09 Feb 2024 12:19:05,2,0,1,0,0,1,0,0
09 Feb 2024 12:19:05,2,1,0,0,0,1,0,0
09 Feb 2024 12:19:06,1,1,0,0,0,0,0,0
09 Feb 2024 12:19:06,1,0,0,0,0,0,0,1
09 Feb 2024 12:19:06,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:06,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:06,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:06,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:06,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:07,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:07,2,0,0,0,2,0,0,0
09 Feb 2024 12:19:07,2,0,0,0,2,0,0,0
09 Feb 2024 12:19:07,2,0,0,0,2,0,0,0
09 Feb 2024 12:19:07,2,0,0,0,2,0,0,0
09 Feb 2024 12:19:08,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:08,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:08,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:08,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:08,1,0,0,0,0,0,0,1
09 Feb 2024 12:19:08,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:08,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:09,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:09,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:09,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:09,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:09,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:09,1,0,0,0,1,0,0,0
09 Feb 2024 12:19:09,2,0,0,0,2,0,0,0
09 Feb 2024 12:19:10,2,0,0,0,0,1,0,1
09 Feb 2024 12:19:10,2,0,0,0,2,0,0,0
09 Feb 2024 12:19:10,3,0,0,1,1,0,0,1
09 Feb 2024 12:19:10,2,0,0,0,2,0,0,0
09 Feb 2024 12:24:17,1,1,0,0,0,0,0,0
09 Feb 2024 12:24:18,1,1,0,0,0,0,0,0
09 Feb 2024 12:24:19,1,0,0,0,1,0,0,0
09 Feb 2024 12:24:20,1,0,0,0,0,1,0,0
09 Feb 2024 12:24:21,1,0,0,1,0,0,0,0
09 Feb 2024 12:24:22,1,1,0,0,0,0,0,0
09 Feb 2024 12:24:23,1,0,0,0,0,0,1,0
09 Feb 2024 12:24:24,1,0,0,0,0,0,1,0
09 Feb 2024 12:24:25,1,0,0,0,0,0,1,0
09 Feb 2024 12:24:27,1,0,0,0,0,0,1,0
09 Feb 2024 12:24:28,2,0,0,2,0,0,0,0
09 Feb 2024 12:24:29,1,0,0,0,1,0,0,0
09 Feb 2024 12:24:30,1,0,0,1,0,0,0,0
09 Feb 2024 12:24:31,1,0,0,0,1,0,0,0
09 Feb 2024 12:24:32,1,0,0,1,0,0,0,0
09 Feb 2024 12:24:33,1,0,0,0,0,0,0,1
09 Feb 2024 12:24:34,1,0,0,0,1,0,0,0
09 Feb 2024 12:24:35,1,0,0,0,0,0,1,0
09 Feb 2024 12:24:36,1,0,0,1,0,0,0,0
09 Feb 2024 12:30:18,1,0,0,1,0,0,0,0
09 Feb 2024 12:30:19,1,0,0,1,0,0,0,0
09 Feb 2024 12:30:20,1,0,0,1,0,0,0,0
09 Feb 2024 12:30:21,1,0,0,0,0,1,0,0
09 Feb 2024 12:30:22,1,0,0,0,0,1,0,0
09 Feb 2024 12:30:23,1,0,0,0,0,1,0,0
09 Feb 2024 12:30:24,2,1,0,0,0,1,0,0
09 Feb 2024 12:30:25,1,1,0,0,0,0,0,0
09 Feb 2024 14:34:07,1,0,0,1,0,0,0,0
09 Feb 2024 14:34:08,2,1,0,0,0,1,0,0
09 Feb 2024 14:34:09,2,0,0,1,0,1,0,0
09 Feb 2024 14:34:10,1,0,0,0,0,1,0,0
09 Feb 2024 14:34:11,1,0,0,0,0,1,0,0
09 Feb 2024 14:36:54,2,0,0,0,1,1,0,0
09 Feb 2024 14:36:55,2,0,0,0,0,1,0,1
09 Feb 2024 14:36:57,1,0,0,0,0,1,0,0
09 Feb 2024 14:39:38,1,0,0,1,0,0,0,0
09 Feb 2024 14:40:19,2,1,0,1,0,0,0,0
09 Feb 2024 14:40:20,2,0,0,0,0,2,0,0
09 Feb 2024 14:40:21,1,0,0,0,0,1,0,0
09 Feb 2024 14:40:22,1,0,0,0,0,1,0,0
09 Feb 2024 14:40:23,1,0,0,0,0,1,0,0
09 Feb 2024 14:40:24,1,0,0,0,0,1,0,0
09 Feb 2024 14:40:25,1,0,0,1,0,0,0,0
09 Feb 2024 14:40:26,1,1,0,0,0,0,0,0
09 Feb 2024 14:40:27,2,0,0,1,0,1,0,0
09 Feb 2024 14:41:52,1,0,0,1,0,0,0,0
09 Feb 2024 14:41:53,1,0,0,0,0,0,0,1
09 Feb 2024 14:41:54,1,0,0,0,0,1,0,0
09 Feb 2024 14:41:55,1,0,0,0,0,0,0,1
09 Feb 2024 14:41:56,1,0,0,0,1,0,0,0
09 Feb 2024 14:41:57,1,0,0,0,0,1,0,0
09 Feb 2024 14:41:58,1,0,0,0,0,0,0,1
09 Feb 2024 14:41:59,1,0,0,0,0,0,0,1
09 Feb 2024 14:42:00,1,0,0,0,0,0,0,1
09 Feb 2024 14:42:01,1,0,0,0,0,0,0,1
09 Feb 2024 14:42:02,1,0,0,1,0,0,0,0
09 Feb 2024 14:42:03,1,0,0,1,0,0,0,0
09 Feb 2024 14:42:05,1,0,0,1,0,0,0,0
09 Feb 2024 14:42:06,1,0,0,0,0,0,0,1
09 Feb 2024 14:42:07,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:08,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:09,1,0,0,0,0,0,0,1
09 Feb 2024 14:42:10,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:11,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:12,1,0,0,1,0,0,0,0
09 Feb 2024 14:42:13,1,1,0,0,0,0,0,0
09 Feb 2024 14:42:14,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:15,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:16,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:17,1,0,0,1,0,0,0,0
09 Feb 2024 14:42:18,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:20,1,0,0,1,0,0,0,0
09 Feb 2024 14:42:21,1,0,0,1,0,0,0,0
09 Feb 2024 14:42:22,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:23,1,0,0,1,0,0,0,0
09 Feb 2024 14:42:24,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:25,1,0,0,1,0,0,0,0
09 Feb 2024 14:42:26,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:27,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:28,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:29,1,0,0,0,0,1,0,0
09 Feb 2024 14:42:30,1,1,0,0,0,0,0,0
